species_work,priority,plant_growth_form,life_history,woodiness,fruit_type,fruit_fleshiness,fruit_fleshiness_source,fruit_colour,growth_substrate,plant_height,seed_dry_mass,leaf_mass_per_area,leaf_length,leaf_width,leaf_area,leaf_N_per_dry_mass,seed_length,seed_width,fruit_length,fruit_width,wood_density
Acacia multisiliqua,,shrub tree,perennial,woody,legume,dry,AusTraits consensus,brown,,5,13.6,181,44.6,6.03,,15.7,4.43,2.45,50.9,4.05,
Albizia procera,,tree,perennial,woody,legume,dry,AusTraits consensus,brown red,,20,33.6,,30,17.7,,,7.27,5.17,164,19.6,0.595
Ficus platypoda,,tree,perennial,woody,achene syconium,dry fleshy,AusTraits consensus,,lithophyte,9,,,85.1,35,,,1,1,,,0.495
Ficus racemosa,,tree,perennial,woody,syconium,fleshy,AusTraits consensus,orange red yellow,,30,0.237,64.9,109,49.8,6790,19.9,1,1,32.4,36,0.362
Morus alba,,shrub tree,perennial,woody,drupe,fleshy,new flora data,black pink purple red white,,15,4.668536040740519,65.3164983837307,77.5,54.8,,,,,24.5,,
Gossia bidwillii,,tree,perennial,woody,berry,fleshy,AusTraits consensus,black,,25,31.9,88.2,51.6,27.9,1100,,3.46,3,6.32,6.28,0.707
Backhousia citriodora,,shrub tree,perennial,woody,samara,dry,AusTraits consensus,,,25,10.5,140,72.5,22.4,1530,,2,1.41,,8,0.827
Psidium guajava,,shrub tree,perennial,woody,berry,fleshy,AusTraits consensus,yellow,,12,1.7,81.5,91.7,51,6980,,3,,55.5,57.2,0.712
Bougainvillea glabra,,climber_woody,perennial,woody,achene,dry,Inferred from fruit type,,,3.5,,,80.6,30,,,,,,,
Polygala linariifolia,,herb,annual perennial,herbaceous,capsule,dry,Inferred from fruit type,,,0.2,,,15,3.16,,,,,3.46,,
Portulaca bicolor,,herb,annual,herbaceous,capsule,dry,Inferred from fruit type,,,0.06,0.098,,2.68,2.45,,14,0.671,,2.31,,
Clematis pickeringii,,climber_woody,perennial,woody,achene nut,dry fleshy,AusTraits consensus,brown red,,5,1.35,,60.4,34.4,5250,,3,1,5.19,1.37,
Rubus moluccanus,,climber_woody,perennial,woody,drupe,fleshy,Inferred from fruit type,black red,,6,0.915,63.2,76.4,51.7,4140,26.9,1.7,1,11.2,11.2,0.367
Ixora queenslandica,,shrub tree,perennial,woody,drupe,fleshy,AusTraits consensus,,,3,,,54.8,25.7,,,3.46,3.46,10,,
Knoxia sumatrensis,,herb,perennial,herbaceous,capsule,dry,Inferred from fruit type,,,0.9,,,44.7,16.7,,,,,1.73,,
Nauclea orientalis,,tree,perennial,woody,drupe multiple_fruit syconium,fleshy,AusTraits consensus,,,25,0.272,,209,118,32400,,2,1,44.7,44.7,0.471
Oldenlandia subulata,,herb,annual,herbaceous,capsule,dry,Inferred from fruit type,,,,,,33.2,1.73,,,,,2.96,2.96,
Pentas lanceolata,,shrub,perennial,woody,,,,,,1.8,0.05864192705392359,,,,,,,,,,
Psychotria daphnoides,,shrub,perennial,woody,drupe,fleshy,AusTraits consensus,white,,5,18.4,69.5,28.6,6.7,572,,4.73,2.45,5.14,3.87,0.555
Elattostachys megalantha,,tree,perennial,woody,capsule,dry,AusTraits consensus,green yellow,,10,82,,126,47.7,,,8.74,4.47,19.3,17.3,
Lepiderema punctulata,,tree,perennial,woody,capsule,dry,AusTraits consensus,black,,15,,,52.9,22.9,,,6.93,4.47,11,11,
Buchnera urticifolia,,herb,annual,herbaceous,capsule,dry,Inferred from fruit type,,,0.6,,,,,,,,,,,
Petrea volubilis,,climber_woody,perennial,woody,,,,,,,34.99999999999999,,,,,,,,,,
Cissus hastata,,climber_woody,perennial,woody,berry,fleshy,AusTraits consensus,,,,65,15.388640105873844,69.3,56.1,5200,,4.47,3.46,6.48,5.66,
Cissus penninervis,,climber_woody,perennial,woody,berry drupe,fleshy,AusTraits consensus,,,,85.2,,69.3,31.6,3600,,6.71,4.47,11.8,10.6,0.49
Commicarpus insularum,priority,shrub,perennial,semi-woody,achene,dry,Inferred from fruit type,,,,,,27.4,20,,,,,8.94,1.73,
Trachymene cussonii,priority,herb,perennial,herbaceous,mericarp,,,,,,,,,,,,,,,,
Lepidium virginicum,priority,herb,annual,herbaceous,silique,dry,Inferred from fruit type,,,0.5,0.5266704551634624,51.06153601419217,90,,,,1.55,,3.46,2.96,
Argemone ochroleuca,priority,herb,annual perennial,herbaceous,capsule,dry,Inferred from fruit type,,,1,2.21,136.986301369863,105,37.4,4330,,,1.64,30.9,14.7,
Erigeron sumatrensis,priority,herb,annual,herbaceous,achene nut,dry,AusTraits consensus,brown,,2,0.04,77.8,55.8,6.3,715,,,,1.29,0.5,
Hernandia nymphaeifolia,priority,tree,perennial,woody,drupe nut,dry fleshy,AusTraits consensus,black,,20,,,156,114,,,11,11,26,20,
Sorghum bicolor,priority,graminoid,annual,herbaceous,caryopsis,dry,AusTraits consensus,,,3,14.3,43.90833907912289,548,23.3,14600,8.54,,,6.93,,
Cyclospermum leptophyllum,priority,herb,annual,herbaceous,mericarp,,,,,0.7,0.18460050016311977,73.88852909349612,36.3,4.16,,,,,1.89,1.6,
Cynodon nlemfuensis,priority,graminoid,perennial,herbaceous,caryopsis,dry,Inferred from fruit type,,,0.6,,,89.4,3.51,220,,,,,,
Triumfetta procumbens,priority,shrub,perennial,woody,,,,,,,,,,,,,,,,,
Rumex vesicarius,priority,herb,annual,herbaceous,achene nut,dry,Inferred from fruit type,pink purple red,,1,2.64,,67.4,41.3,1500,,,,16.6,14.1,
Agave americana,priority,herb,perennial,herbaceous,capsule,dry,Inferred from fruit type,,,2,16.46618552368713,437.7090799652961,1410,194,,,7.71,5.92,49,23.4,
Agave attenuata,priority,herb,perennial,herbaceous,,,,,,1.5,1.8392,435.00000000000074,,,,,,,,,
Aloe parvibracteata,priority,palmoid,perennial,semi-woody,capsule,dry,Inferred from fruit type,,,1.5,1.7229443349868516,,346,,,,3.46,2.45,37.4,,
Brassica x napus,priority,herb,annual,herbaceous,silique,dry,Inferred from fruit type,,,1.5,,,400,,,,1.94,1.94,65.1,2.99,
Cyperus gracilis,priority,graminoid,perennial,herbaceous,nut,dry,AusTraits consensus,black brown,,1,0.329,,10,1.18,,,0.8,,1.2,0.8,
Eragrostis minor,priority,graminoid,annual,herbaceous,caryopsis,dry,AusTraits consensus,brown,,0.6,0.08210811021732503,39.7139948432308,34.6,3.83,158,,,,0.688,,
Hydrocotyle acutiloba,priority,herb,perennial,herbaceous,mericarp schizocarp,,,brown green,,0.2,0.177,18.9,,19,240,,,,1,1,
Hylocereus undatus,priority,climber_woody,perennial,woody,,fleshy,new flora data,purple red,,10,,,,,,,,,84.9,84.9,
Mirabilis jalapa,priority,herb,perennial,herbaceous,anthocarp nut,dry,AusTraits consensus,black,,1,39.45165711954848,33.79520108144643,56.5,29.6,,,,,7.48,6.32,
Plectranthus amboinicus,priority,herb,perennial,herbaceous,,,,,,1.5,0.14066340540549926,,45.8,38.7,,,,,,,
Tradescantia pallida,priority,herb,perennial,herbaceous,capsule,dry,Inferred from fruit type,,,0.5,,,,,,,,,,,
Hippeastrum zephyranthum,priority,herb,perennial,herbaceous,capsule,dry,Inferred from fruit type,,,,,,229,2.83,,,,,,,
Asplenium difforme,,fern,perennial,herbaceous,,,,,,,,,33.7,16.7,,,,,,,
Psilotum nudum,,herb,perennial,herbaceous,,,,,epiphyte terrestrial,0.6,,,1.58,,,,,,,,
Podocarpus spinulosus,,shrub tree,perennial,woody,strobilus,,,,,3,,,38.6,3,,,11,8.37,5.66,2.83,
Macrozamia communis,,palmoid,perennial,semi-woody,strobilus,fleshy,AusTraits consensus,,,2,7470,261,237,6.93,11000,13.7,36.7,24.5,300,141,
Actinotus helianthi,,herb,annual perennial,herbaceous,mericarp,,,brown,,0.9,1.66,96.6,21.2,3.28,144,11.1,6.96,3.57,3.87,,0.436
Platysace lanceolata,,shrub,perennial,woody,mericarp,,,,,1.5,,122,18.8,5.46,64.3,,2.03,1,1.94,1.77,0.474
Platysace linearifolia,,shrub,perennial,woody,mericarp,,,,,1.5,0.587,141,15.8,0.621,10.5,11.8,,,,,
Allocasuarina distyla,,shrub,perennial,woody,samara,dry,AusTraits consensus,black brown,,3,3.06,663,5.57,1.18,202,7.8,5.19,2.21,5.83,,
Einadia polygonoides,,herb,annual perennial,herbaceous,nutlet,dry,new flora data,,,,0.227,,8.66,,,,,1,,,
Crassula sieberiana,priority,herb,annual perennial,herbaceous,capsule follicle,dry,AusTraits consensus,,,0.2,0.0198,20.7,4.17,1.59,5.94,,0.554,0.178,,,
Hibbertia obtusifolia,,shrub,perennial,woody,follicle,dry,Inferred from fruit type,,,0.62,5.92,104,20,5.39,69.7,,2.85,2.66,,,0.604
Dillwynia retorta,,shrub,perennial,woody,legume,dry,Inferred from fruit type,,,3,5.23,107,6.93,0.5,5.2,19.3,2.71,1.89,5.29,,0.809
Kennedia rubicunda,priority,climber_herbaceous,perennial,herbaceous,legume,dry,AusTraits consensus,,,,22,33.9,54.2,40,604,,5.15,2.45,71.3,9.36,
Pultenaea ferruginea,,shrub,perennial,woody,legume,dry,Inferred from fruit type,,,2,5.08,,6.71,3.74,,,,,6,,
Goodenia bellidifolia,,herb,perennial,herbaceous,capsule,dry,AusTraits consensus,,,0.6,0.444,239,62.2,8.4,244,7.34,1.19,1,3.56,,
Scaevola ramosissima,,herb,perennial,herbaceous,,,,,,0.6,21.1,153,44.7,3.28,47.7,,,,5.48,,
Westringia fruticosa,priority,shrub,perennial,woody,mericarp,,,,,1.5,1.43,,17.3,3.87,,,,,,,
Muellerina celastroides,,shrub,perennial,woody,berry,fleshy,AusTraits consensus,green red,epiphyte terrestrial,,,,47.6,21.9,,,,,8.77,,
Acacia suaveolens,priority,shrub,perennial,woody,legume,dry,AusTraits consensus,black blue brown purple,,3,29,210,96.2,4.75,371,17.5,6.88,3.51,30.8,14,0.583
Acacia ulicifolia,,shrub,perennial,woody,legume,dry,AusTraits consensus,black brown,,2,12.8,176,10.1,1.24,12.9,14.8,4.06,2.24,34.6,4.53,0.646
Syzygium smithii,priority,shrub tree,perennial,woody,berry,fleshy,AusTraits consensus,purple white,,25,12,91.1,76.2,31.3,1840,12.6,7.75,7.75,11.4,11.4,0.641
Angophora costata,,tree,perennial,woody,capsule,dry,Inferred from fruit type,,,30,2.63,196,90.8,17.6,1710,8.97,6.62,,14.3,13.3,0.664
Callistemon linearis,,shrub,perennial,woody,capsule,dry,Inferred from fruit type,,,5,0.0412,,62.6,2.51,,,,,5.58,8.37,0.707
Eucalyptus botryoides,,tree,perennial,woody,capsule caryopsis,dry,Inferred from fruit type,,,40,0.928,153,137,40.2,3620,14.1,1.53,1.23,9.17,6.71,0.713
Eucalyptus paniculata,,tree,perennial,woody,capsule,dry,Inferred from fruit type,,,50,0.849,147,108,22.6,2090,11.3,1.51,,7.43,6.12,0.929
Myrsine howittiana,,shrub tree,perennial,woody,drupe,fleshy,AusTraits consensus,blue purple,,7,27.8,101,74.9,28.8,1500,,4.9,3.46,5.77,5.8,
Myrsine variabilis,,shrub tree,perennial,woody,drupe,fleshy,AusTraits consensus,blue purple,,15,31.3,86.9,61.2,22.4,1490,,4,4,4.86,4.88,0.617
Billardiera scandens,,climber_woody,perennial,woody,berry,fleshy,AusTraits consensus,green yellow,,3,2.39,85.6,35.2,8.17,225,,2.54,2.02,21.7,8.06,
Pittosporum undulatum,priority,shrub tree,perennial,woody,berry capsule,dry,AusTraits consensus,brown orange yellow,,13,5.89,98.9,108,33.8,2360,14.2,2.69,1.57,10.7,11.2,0.66
Banksia ericifolia,,shrub tree,perennial,woody,follicle,dry,AusTraits consensus,,,6,21.3,196,18.6,0.917,14.1,8.19,11.8,4.47,17,7.21,0.549
Banksia serrata,,shrub tree,perennial,woody,follicle,dry,AusTraits consensus,brown,,16,64.1,242,129,23.6,1900,6.64,16.6,4.46,29.6,18.2,0.55
Hakea dactyloides,,shrub tree,perennial,woody,follicle,dry,AusTraits consensus,,,4.5,18.6,262,86.1,16.6,993,6.03,20.3,,27.8,18.6,0.694
Hakea sericea,,shrub tree,perennial,woody,follicle,dry,AusTraits consensus,,,4.5,29.5,345,32.8,1.01,39.6,6.94,22,8.34,27.4,22.2,0.687
Isopogon anethifolius,,shrub,perennial,woody,nut strobilus,dry,AusTraits consensus,,,3,3.11,247,78.4,0.9,87.6,,8.86,5.36,2.45,,0.524
Persoonia linearis,priority,shrub tree,perennial,woody,drupe pyrene,fleshy,AusTraits consensus,green purple,,5,152,137,34.8,2.78,94.1,10.6,,,12,12,0.578
Petrophile pulchella,,shrub,perennial,woody,nut strobilus,dry,AusTraits consensus,,,3,3.85,241,10,,292,6.49,,,3.46,,0.57
Eriostemon australasius,,shrub,perennial,woody,follicle mericarp,dry,Inferred from fruit type,,,2,17.9,150,43.4,7.27,122,12.6,5.39,3.02,9,,0.753
Philotheca buxifolia,,shrub,perennial,woody,follicle mericarp,dry,Inferred from fruit type,,,1.3,10.4,244,9.71,5.86,32,,,,7,,
Dodonaea triquetra,,shrub,perennial,woody,capsule,dry,AusTraits consensus,,,3.5,3.33,84.3,86.1,26.3,1240,19,2.54,2.26,12.2,12.2,0.753
Stylidium productum,,herb,perennial,herbaceous,capsule,dry,Inferred from fruit type,,,0.53,0.185,,110,2.45,,,,,7.07,,
Schoenus imberbis,,graminoid,perennial,herbaceous,nut,dry,Inferred from fruit type,brown red yellow,,0.3,1.01,283,10,0.6,27.1,,,,1.4,1,
Patersonia glabrata,,herb,perennial,semi-woody,capsule,dry,AusTraits consensus,,,0.8,3.44,274,214,3.04,592,7.7,3.18,0.99,28.3,,
Dockrillia linguiformis,,herb,perennial,herbaceous,capsule,dry,Inferred from fruit type,,epiphyte lithophyte,0.2,,,28.3,12.1,,,,,,,
Pterostylis ophioglossa,,herb,perennial,herbaceous,capsule,dry,Inferred from fruit type,,terrestrial,,,,23.5,10,,,,,,,
Poa affinis,,graminoid,perennial,herbaceous,caryopsis,dry,Inferred from fruit type,,,1.2,,,173,2.39,,,,,,,
Smilax glyciphylla,priority,climber_herbaceous,perennial,herbaceous,berry drupe,fleshy,AusTraits consensus,black,,4,39,53.4,63.2,26.8,1080,11.8,5.2,4.78,7.33,7.46,0.796
Xanthorrhoea arborea,,palmoid,perennial,semi-woody,capsule,dry,AusTraits consensus,,,2,14.8,299,,5.92,7500,12.1,,,,,
Suaeda maritima,priority,herb,annual,herbaceous,nut,dry,Inferred from fruit type,,,1,0.8060397012554654,92.95194452016071,9.49,1,,,,1.46,,,
Myoporum boninense,priority,shrub,perennial,woody,drupe,fleshy,Inferred from fruit type,purple,,2.8,24.1,,33,14.1,,,2.24,0.837,7.07,6.32,
Oplismenus undulatifolius,,graminoid,perennial,herbaceous,caryopsis,dry,Inferred from fruit type,,,0.3,1.72,,,8.49,,,,,,,
Acacia trinervata,,shrub tree,perennial,woody,legume,dry,AusTraits consensus,,,6,14.7,,22.2,1.73,,,4.39,,84.9,2.21,0.758
Maclura cochinchinensis,,climber_woody,perennial,woody,achene berry multiple_fruit syncarp,dry fleshy,AusTraits consensus,orange yellow,,22,7.82,44.9,51.3,19.7,2380,26.2,4.47,2,17.3,17.3,0.51
Ptilotus conicus,,herb,annual,herbaceous,utricle,dry,Inferred from fruit type,,,0.7,0.39,,17.3,2.24,,,1.45,,,,
Buchanania obovata,,shrub tree,perennial,woody,drupe,fleshy,AusTraits consensus,,,15,301,166,112,36.6,8510,10.6,7.35,4.47,13,,0.397
Uvaria glabra,,climber_woody,perennial,woody,berry,fleshy,Inferred from fruit type,,,10,,,87,34.6,,,8.68,6.6,,,
Carissa lanceolata,,shrub,perennial,woody,berry drupe,fleshy,AusTraits consensus,black purple,,3,26,166,20,5.05,120,12,6,4,7.3,6.28,0.684
Gymnema trinerve,,shrub,perennial,woody,follicle,dry,Inferred from fruit type,,,0.5,9.07,,90,15,,,,,52.9,,
Vincetoxicum cinerascens,,climber_herbaceous,perennial,herbaceous,follicle,dry,Inferred from fruit type,,,,,,73.5,42.4,,,5.92,2,105,,
Cochlospermum gregorii,,tree,perennial,woody,capsule,dry,Inferred from fruit type,brown,,7,,,89.4,106,,,6.93,3.46,70.4,41,
Trichodesma zeylanicum,priority,herb,annual perennial,semi-woody,mericarp schizocarp,,,,,2,8.51,91.5,66.2,12.8,688,,3.87,3.87,22.4,,
Denhamia cunninghamii,,shrub,perennial,woody,capsule,dry,AusTraits consensus,yellow,,4,12.8,168,37.4,4.03,88.9,12.5,3.93,2.97,4.9,4.68,
Denhamia obscura,,shrub tree,perennial,woody,capsule,dry,AusTraits consensus,green yellow,,9,77,136,77.5,21.8,1670,8.57,5.48,4.47,31.9,31.6,
Terminalia canescens,,shrub tree,perennial,woody,drupe nut,fleshy,AusTraits consensus,,,10,131,180,42.1,12.2,,11.1,,,24.5,14.3,
Terminalia carpentariae,,shrub tree,perennial,woody,,fleshy,new flora data,green yellow,,15,371,129,83.2,61.4,8510,9.97,,,22.8,13.4,0.5
Terminalia pterocarya,,shrub tree,perennial,woody,drupe nut,fleshy,AusTraits consensus,,,7,219,,38.7,19.9,,,,,25.9,14.8,
Bonamia pannosa,,herb,annual perennial,herbaceous,capsule,dry,Inferred from fruit type,,,0.4,5.95,,28.7,16.7,,,,,5.29,,
Callitris intratropica,,tree,perennial,woody,strobilus,dry,AusTraits consensus,,,30,7.16,244,1.59,1.41,124,9.05,5.18,3.16,,14.5,
Cycas arnhemica,,palmoid,perennial,semi-woody,,,,,,7,,,88.5,4.8,,,31.7,28.7,,,
Hibbertia lepidota,,shrub,perennial,woody,follicle,dry,Inferred from fruit type,,,1.5,5.74,182,2.05,1.05,26,8,2.5,2.45,,,0.7
Hibbertia oblongata,,shrub,perennial,woody,follicle,dry,Inferred from fruit type,,,1.5,,,,,,,,,,,
Hibbertia tomentosa,,shrub,perennial,woody,follicle,dry,Inferred from fruit type,,,0.5,,,,,,,,,,,
Drosera dilatatopetiolaris,,herb,perennial,herbaceous,capsule,dry,Inferred from fruit type,,terrestrial,,,,20.5,1.73,,,,,,,
Diospyros humilis,,shrub tree,perennial,woody,berry,fleshy,AusTraits consensus,orange yellow,,15,,,25,9.36,,,7.35,4.47,12.4,8.53,0.825
Diospyros rugosula,,shrub tree,perennial,woody,berry,fleshy,Inferred from fruit type,red yellow,,6,,,50.4,24.3,,,11,3.87,19,27.4,
Croton habrophyllus,,shrub tree,perennial,woody,capsule,dry,AusTraits consensus,,,8,,,77.8,39.2,,,3.46,3,4.47,4.47,
Acacia alleniana,,shrub tree,perennial,woody,legume,dry,AusTraits consensus,brown,,5,23.3,,165,0.677,,12,5.07,2.32,74.8,4.33,0.56
Acacia difficilis,,shrub tree,perennial,woody,legume,dry,AusTraits consensus,brown,,13,20.1,109,103,24,2650,16.3,6.71,2.94,68.2,3.46,0.68
Acacia lamprocarpa,,shrub tree,perennial,woody,legume,dry,AusTraits consensus,,,15,,195,102,15.9,1540,19.4,4.86,3.09,44.7,17.5,0.62
Acacia latescens,,shrub tree,perennial,woody,legume,dry,AusTraits consensus,grey,,10,93.1,146,144,9.47,1390,20.6,9.21,5.92,102,14.1,0.621
Acacia linarioides,,shrub,perennial,woody,legume,dry,AusTraits consensus,,,2.5,,,19.3,0.894,,,2.54,,59.2,2.12,
Acacia nuperrima,,shrub,perennial,woody,legume,dry,AusTraits consensus,,,1,,204,11.9,1.98,,18.3,4.17,1.93,37.7,3.87,
Acacia oncinocarpa,,shrub tree,perennial,woody,legume,dry,AusTraits consensus,brown yellow,,5,17.4,126,89.6,13.4,1380,29.4,5.09,2.65,76,6.71,0.484
Acacia torulosa,,shrub tree,perennial,woody,legume,dry,AusTraits consensus,brown yellow,,15,50.2,,110,7.93,,17.3,5.72,3.75,120,5.49,
Acacia umbellata,,shrub tree,perennial,woody,legume,dry,AusTraits consensus,brown,,3,6.52,,86.8,21.1,,,4.18,2.24,34.9,3.34,
Bossiaea bossiaeoides,,shrub,perennial,woody,legume,dry,Inferred from fruit type,brown red,,2,,157,,28.7,,17.5,4,2.5,41.8,7.75,
Chamaecrista nigricans,,herb,annual,herbaceous,legume,dry,Inferred from fruit type,brown,,1,3.6,,15.1,3.04,,,2.51,1.71,25.9,4.33,
Erythrophleum chlorostachys,,shrub tree,perennial,woody,legume,dry,AusTraits consensus,black brown red,,18,461,116,57.4,38.3,1340,22.6,10.5,10.2,134,30.2,0.705
Jacksonia dilatata,,shrub,perennial,woody,legume,dry,Inferred from fruit type,brown,,4,3.16,182,69.3,9.9,514,12.1,2.7,1.5,5,3.5,
Tephrosia phaeosperma,,shrub,annual perennial,woody,legume,dry,Inferred from fruit type,brown,,2,,,22.7,6.71,,,3.13,2.57,26.8,4.9,
Tephrosia spechtii,,shrub,perennial,woody,legume,dry,Inferred from fruit type,red,,2,,,19.2,6.32,,,2.9,2.19,58.6,4,
Clerodendrum tomentosum,,shrub tree,perennial,woody,drupe,fleshy,AusTraits consensus,black red,,10,44.2,93.4,71.5,32.2,1710,,9.46,3.46,8.94,8.94,
Vitex glabrata,,tree,perennial,woody,drupe,fleshy,AusTraits consensus,,,20,217,,86,54.8,,,,,,,0.554
Strychnos lucida,,shrub tree,perennial,woody,berry,fleshy,AusTraits consensus,orange yellow,,6,,61.6,41.3,26.7,1190,22,13.4,13.5,21.8,21.8,
Brachychiton diversifolius,,tree,perennial,woody,capsule follicle,dry,AusTraits consensus,brown,,18,125,110,93.8,59.3,,14.5,8.49,4.9,,,0.387
Brachychiton paradoxus,,shrub tree,perennial,woody,follicle,dry,AusTraits consensus,brown yellow,,15,,,136,144,,,10.1,5.83,84.5,35.4,0.534
Corchorus sidoides,,shrub,perennial,woody,capsule,dry,Inferred from fruit type,,,1,0.537,,,,,,,,31.2,1.73,
Helicteres cana,,shrub tree,perennial,woody,capsule,dry,Inferred from fruit type,,,2,,,63.6,24.8,,,2.45,1.73,15,8.77,
Hibiscus geranioides,,herb,annual perennial,semi-woody,capsule,dry,Inferred from fruit type,,,1,,,42.4,34.6,,,3.46,2.45,,,
Melhania oblongifolia,,herb,perennial,semi-woody,capsule,dry,AusTraits consensus,,,1,3.74,,29.3,13.6,,,2.45,2,7.95,7.07,
Triumfetta denticulata,,shrub,perennial,woody,,,,,,0.8,,,,,,,,,,,
Calytrix brownii,,shrub,perennial,woody,nut,dry,Inferred from fruit type,,,4,1.07,85.1,4.69,0.669,1,10.8,2.25,1,,,
Corymbia ferruginea,,tree,perennial,woody,capsule,dry,Inferred from fruit type,,,10,37.94556587638007,211,107,45.3,4110,10.1,11.6,,21.2,16.4,0.55
Corymbia kombolgiensis,,tree,perennial,woody,capsule,dry,Inferred from fruit type,,,12,,203,121,10.4,3330,8.5,,3.87,9.8,6.48,
Corymbia polycarpa,,tree,perennial,woody,capsule,dry,Inferred from fruit type,,,15,11.2,197,126,18.5,1910,10.8,10.2,,22.3,12,0.613
Eucalyptus jensenii,,tree,perennial,woody,capsule,dry,Inferred from fruit type,,,10,2.51,166,70.4,18.1,1360,10.7,1.97,,3.87,4.47,
Eucalyptus tetrodonta,,tree,perennial,woody,capsule,dry,Inferred from fruit type,,,18,10.6,210,139,25.1,4460,8.89,2.83,,15.8,12.9,0.561
Homalocalyx ericaeus,,shrub,perennial,woody,,,,,,1,,,,,,,,,,,
Melaleuca ferruginea,,tree,perennial,woody,,,,,,16,,,,,,,,,,,
Dendrobium dicuphum,,herb,perennial,herbaceous,capsule,dry,Inferred from fruit type,,epiphyte,0.35,,,122,12.2,,,,,,,
Glochidion xerocarpum,,tree,perennial,woody,capsule,dry,AusTraits consensus,green yellow,,7,,,65.2,27.2,,,4.36,2.45,7.48,11,
Phyllanthus exilis,,herb,perennial,semi-woody,capsule,dry,Inferred from fruit type,,,0.6,,,7.75,1.87,,,2,,,,
Petalostigma banksii,,shrub tree,perennial,woody,capsule,dry,AusTraits consensus,,,6,23.5,161,30.8,17.3,544,8.79,5.29,2.45,13.3,13.3,0.672
Petalostigma quadriloculare,,shrub,perennial,woody,capsule,dry,Inferred from fruit type,,,1.5,26.6,207,39.2,22.4,746,6.02,,,15.9,15.9,0.809
Cymbopogon procerus,,graminoid,perennial,herbaceous,caryopsis,dry,Inferred from fruit type,,,2.2,0.36,,354,8.66,,,2,,,,
Eriachne avenacea,,graminoid,annual perennial,herbaceous,caryopsis,dry,Inferred from fruit type,,,0.68,,,141,1,,7.75,3.28,,3.28,,
Triodia microstachya,,graminoid,perennial,herbaceous,caryopsis,dry,AusTraits consensus,,,2.5,,328,60,0.806,372,4.77,,,,,
Triodia procera,,graminoid,perennial,herbaceous,caryopsis,dry,Inferred from fruit type,,,2,,,592,5.29,,,,,,,
Grevillea heliosperma,,shrub tree,perennial,woody,follicle,dry,AusTraits consensus,,,10,46.5,114,117,9.2,1220,9.7,9.38,5.92,25.4,26.5,0.52
Grevillea pteridifolia,,shrub tree,perennial,woody,follicle,dry,AusTraits consensus,,,14,19.6,180,158,2.34,9190,9.12,11.3,5.48,17,8.94,0.582
Grevillea pungens,,shrub,perennial,woody,follicle,dry,AusTraits consensus,,,3,,,33.3,20.3,,,,,20,,
Hakea arborescens,,shrub tree,perennial,woody,follicle,dry,AusTraits consensus,,,7,73.5,381,99.8,5.18,,6.6,18.2,10.1,40.5,20.4,
